residence_panel,industry_bucket,industry_segment,employer,education,n
South,unknown,unknown,Supersonic from Unity,unknown,1
Lives outside BS,unknown,unknown,Supersonic from Unity,unknown,3
South,unknown,unknown,Surgical Science,unknown,1
Lives outside BS,unknown,unknown,Surgical Science,unknown,3
South,unknown,unknown,Synaptics Incorporated,unknown,1
Lives outside BS,unknown,unknown,Synaptics Incorporated,unknown,3
South,healthcare,healthcare_provider,Syqe Medical,unknown,1
Lives outside BS,healthcare,healthcare_provider,Syqe Medical,unknown,3
South,unknown,unknown,SysAid,unknown,1
Lives outside BS,unknown,unknown,SysAid,unknown,3
South,unknown,unknown,TAHAL Group,unknown,1
Lives outside BS,unknown,unknown,TAHAL Group,unknown,3
South,unknown,unknown,Tabit - Restaurant Technologies,unknown,1
Lives outside BS,unknown,unknown,Tabit - Restaurant Technologies,unknown,3
South,unknown,unknown,TechSee,unknown,1
Lives outside BS,unknown,unknown,TechSee,unknown,3
South,public_sector,academic,Technion R&D Ltd.,unknown,1
Lives outside BS,public_sector,academic,Technion R&D Ltd.,unknown,3
South,healthcare,healthcare_provider,Tel Aviv Medical center,medicine,1
Lives outside BS,healthcare,healthcare_provider,Tel Aviv Medical center,medicine,3
South,unknown,unknown,Tempo Beverages Ltd,unknown,1
Lives outside BS,unknown,unknown,Tempo Beverages Ltd,unknown,3
South,unknown,unknown,Tenengroup Ltd.,unknown,1
Lives outside BS,unknown,unknown,Tenengroup Ltd.,unknown,3
South,unknown,unknown,TeraSky,unknown,1
Lives outside BS,unknown,unknown,TeraSky,unknown,3
South,unknown,unknown,Teva Active Pharmaceutical Ingredients,unknown,1
Lives outside BS,unknown,unknown,Teva Active Pharmaceutical Ingredients,unknown,3
South,unknown,unknown,Tevel Aerobotics Technologies LTD,unknown,1
Lives outside BS,unknown,unknown,Tevel Aerobotics Technologies LTD,unknown,3
South,high_tech,software_it_services,Texas Instruments,unknown,1
Lives outside BS,high_tech,software_it_services,Texas Instruments,unknown,3
South,unknown,unknown,The Coca-Cola Company,unknown,1
Lives outside BS,unknown,unknown,The Coca-Cola Company,unknown,3
South,unknown,unknown,The National Institutes of Health,unknown,1
Lives outside BS,unknown,unknown,The National Institutes of Health,unknown,3
South,healthcare,healthcare_provider,Thermo Fisher Scientific,unknown,1
Lives outside BS,healthcare,healthcare_provider,Thermo Fisher Scientific,unknown,3
South,unknown,unknown,Thermo Fisher Scientific,unknown,1
Lives outside BS,unknown,unknown,Thermo Fisher Scientific,unknown,3
South,high_tech,software_it_services,Tipalti,unknown,1
Lives outside BS,high_tech,software_it_services,Tipalti,unknown,3
South,unknown,unknown,Tlalim Group/Authentic Israel,unknown,1
Lives outside BS,unknown,unknown,Tlalim Group/Authentic Israel,unknown,3
South,unknown,unknown,Tomer A Government-owned company LTD,unknown,1
Lives outside BS,unknown,unknown,Tomer A Government-owned company LTD,unknown,3
South,unknown,unknown,Tosaf,unknown,1
Lives outside BS,unknown,unknown,Tosaf,unknown,3
South,unknown,unknown,TransIsrael - חוצה ישראל,unknown,1
Lives outside BS,unknown,unknown,TransIsrael - חוצה ישראל,unknown,3
South,unknown,unknown,Travelier,unknown,1
Lives outside BS,unknown,unknown,Travelier,unknown,3
South,unknown,unknown,Trigo,unknown,1
Lives outside BS,unknown,unknown,Trigo,unknown,3
South,unknown,unknown,Trusteer (IBM Security),unknown,1
Lives outside BS,unknown,unknown,Trusteer (IBM Security),unknown,3
South,healthcare,healthcare_provider,Tzafon Medical Center,unknown,1
Lives outside BS,healthcare,healthcare_provider,Tzafon Medical Center,unknown,3
South,unknown,unknown,UI - Human Factors Ltd.,unknown,1
Lives outside BS,unknown,unknown,UI - Human Factors Ltd.,unknown,3
South,unknown,unknown,Ultima Genomics,unknown,1
Lives outside BS,unknown,unknown,Ultima Genomics,unknown,3
South,unknown,unknown,Ultra Clean Technology,unknown,1
Lives outside BS,unknown,unknown,Ultra Clean Technology,unknown,3
South,unknown,unknown,Unipharm Ltd. Israel,unknown,1
Lives outside BS,unknown,unknown,Unipharm Ltd. Israel,unknown,3
South,unknown,unknown,Unit,unknown,1
Lives outside BS,unknown,unknown,Unit,unknown,3
South,unknown,unknown,Universal McCann Israel,unknown,1
Lives outside BS,unknown,unknown,Universal McCann Israel,unknown,3
South,unknown,unknown,Upstream Security,unknown,1
Lives outside BS,unknown,unknown,Upstream Security,unknown,3
South,high_tech,other_high_tech,Varonis,unknown,1
Lives outside BS,high_tech,other_high_tech,Varonis,unknown,3
South,healthcare,healthcare_provider,Vectorious Medical Technologies,unknown,1
Lives outside BS,healthcare,healthcare_provider,Vectorious Medical Technologies,unknown,3
South,unknown,unknown,Via - On-Demand Transit,unknown,1
Lives outside BS,unknown,unknown,Via - On-Demand Transit,unknown,3
South,unknown,unknown,Vision.bi,unknown,1
Lives outside BS,unknown,unknown,Vision.bi,unknown,3
South,unknown,unknown,Visual Layer,unknown,1
Lives outside BS,unknown,unknown,Visual Layer,unknown,3
South,unknown,unknown,Voyage81,unknown,1
Lives outside BS,unknown,unknown,Voyage81,unknown,3
South,high_tech,software_it_services,WSC Sports,unknown,1
Lives outside BS,high_tech,software_it_services,WSC Sports,unknown,3
South,high_tech,other_high_tech,WalkMe™,unknown,1
Lives outside BS,high_tech,other_high_tech,WalkMe™,unknown,3
South,unknown,unknown,Walmart,unknown,1
Lives outside BS,unknown,unknown,Walmart,unknown,3
South,public_sector,academic,Weizmann Institute of Science,chemical_engineering,1
Lives outside BS,public_sector,academic,Weizmann Institute of Science,chemical_engineering,3
South,high_tech,other_high_tech,West Pharmaceutical Services,unknown,1
Lives outside BS,high_tech,other_high_tech,West Pharmaceutical Services,unknown,3
South,unknown,unknown,Whitebox,unknown,1
Lives outside BS,unknown,unknown,Whitebox,unknown,3
South,unknown,unknown,YAHAM - Hevel Ma'on Enterprises,unknown,1
Lives outside BS,unknown,unknown,YAHAM - Hevel Ma'on Enterprises,unknown,3
South,unknown,unknown,Z2A Digital,unknown,1
Lives outside BS,unknown,unknown,Z2A Digital,unknown,3
South,unknown,unknown,Zencity,unknown,1
Lives outside BS,unknown,unknown,Zencity,unknown,3
South,high_tech,other_high_tech,"Zerto, acquired by Hewlett Packard Enterprise company in 2021",unknown,1
Lives outside BS,high_tech,other_high_tech,"Zerto, acquired by Hewlett Packard Enterprise company in 2021",unknown,3
South,high_tech,other_high_tech,Ziv Av Technologies,unknown,1
Lives outside BS,high_tech,other_high_tech,Ziv Av Technologies,unknown,3
South,unknown,unknown,adidas,unknown,1
Lives outside BS,unknown,unknown,adidas,unknown,3
South,unknown,unknown,april,unknown,1
Lives outside BS,unknown,unknown,april,unknown,3
South,unknown,unknown,bolt,unknown,1
Lives outside BS,unknown,unknown,bolt,unknown,3
South,unknown,unknown,eTeacher Group,unknown,1
Lives outside BS,unknown,unknown,eTeacher Group,unknown,3
South,unknown,unknown,ezbob,unknown,1
Lives outside BS,unknown,unknown,ezbob,unknown,3
South,unknown,unknown,flō Optics,unknown,1
Lives outside BS,unknown,unknown,flō Optics,unknown,3
South,needs_review,unknown,freelancer,unknown,1
Lives outside BS,needs_review,unknown,freelancer,unknown,3
South,unknown,unknown,i24NEWS,unknown,1
Lives outside BS,unknown,unknown,i24NEWS,unknown,3
South,unknown,unknown,iProsis Innovative Analytics,unknown,1
Lives outside BS,unknown,unknown,iProsis Innovative Analytics,unknown,3
South,high_tech,semiconductors_hardware,intel,unknown,1
Lives outside BS,high_tech,semiconductors_hardware,intel,unknown,3
South,unknown,unknown,justt,unknown,1
Lives outside BS,unknown,unknown,justt,unknown,3
South,unknown,unknown,mPrest,unknown,1
Lives outside BS,unknown,unknown,mPrest,unknown,3
South,unknown,unknown,private,unknown,1
Lives outside BS,unknown,unknown,private,unknown,3
South,self_employed,other,self-employed,unknown,1
Lives outside BS,self_employed,other,self-employed,unknown,3
South,unknown,unknown,shufersal,unknown,1
Lives outside BS,unknown,unknown,shufersal,unknown,3
South,unknown,unknown,"שרן רפואה עד הבית Sharan, MedTrix Israel",unknown,1
Lives outside BS,unknown,unknown,"שרן רפואה עד הבית Sharan, MedTrix Israel",unknown,3
South,unknown,unknown,---,unknown,1
Lives outside BS,unknown,unknown,---,unknown,2
South,unknown,unknown,1E Therapeutics,unknown,1
Lives outside BS,unknown,unknown,1E Therapeutics,unknown,2
South,unknown,unknown,2D Generation,unknown,1
Lives outside BS,unknown,unknown,2D Generation,unknown,2
South,high_tech,software_it_services,2bPrecise,unknown,1
Lives outside BS,high_tech,software_it_services,2bPrecise,unknown,2
South,unknown,unknown,3DBattery,unknown,1
Lives outside BS,unknown,unknown,3DBattery,unknown,2
South,high_tech,software_it_services,888holdings,unknown,1
Lives outside BS,high_tech,software_it_services,888holdings,unknown,2
South,high_tech,other_high_tech,A.L. GROUP,unknown,1
Lives outside BS,high_tech,other_high_tech,A.L. GROUP,unknown,2
South,unknown,unknown,A.P. Moller - Maersk,unknown,1
Lives outside BS,unknown,unknown,A.P. Moller - Maersk,unknown,2
South,unknown,unknown,ADCOM,unknown,1
Lives outside BS,unknown,unknown,ADCOM,unknown,2
South,unknown,unknown,ADRES Advanced Regulatory Services Ltd.,unknown,1
Lives outside BS,unknown,unknown,ADRES Advanced Regulatory Services Ltd.,unknown,2
South,unknown,unknown,"ARO, Volcani Center",unknown,1
Lives outside BS,unknown,unknown,"ARO, Volcani Center",unknown,2
South,high_tech,other_high_tech,ART MEDICAL Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,ART MEDICAL Ltd.,unknown,2
South,high_tech,other_high_tech,ASML,unknown,1
Lives outside BS,high_tech,other_high_tech,ASML,unknown,2
South,unknown,unknown,ASOCS,unknown,1
Lives outside BS,unknown,unknown,ASOCS,unknown,2
South,unknown,unknown,AST SpaceMobile,unknown,1
Lives outside BS,unknown,unknown,AST SpaceMobile,unknown,2
South,unknown,unknown,ASTERRA,unknown,1
Lives outside BS,unknown,unknown,ASTERRA,unknown,2
South,high_tech,software_it_services,AT&T Israel R&D Center,unknown,1
Lives outside BS,high_tech,software_it_services,AT&T Israel R&D Center,unknown,2
South,unknown,unknown,Accellix,unknown,1
Lives outside BS,unknown,unknown,Accellix,unknown,2
South,unknown,unknown,Access for All program - אוניברסיטה בעם,unknown,1
Lives outside BS,unknown,unknown,Access for All program - אוניברסיטה בעם,unknown,2
South,unknown,unknown,AccessFintech,unknown,1
Lives outside BS,unknown,unknown,AccessFintech,unknown,2
South,unknown,unknown,Achva Academic College,unknown,1
Lives outside BS,unknown,unknown,Achva Academic College,unknown,2
South,unknown,unknown,Achva Academic College - המכללה האקדמית אחוה,unknown,1
Lives outside BS,unknown,unknown,Achva Academic College - המכללה האקדמית אחוה,unknown,2
South,unknown,unknown,Acronis,unknown,1
Lives outside BS,unknown,unknown,Acronis,unknown,2
South,high_tech,other_high_tech,Addionics,unknown,1
Lives outside BS,high_tech,other_high_tech,Addionics,unknown,2
South,unknown,unknown,Adika,unknown,1
Lives outside BS,unknown,unknown,Adika,unknown,2
South,unknown,unknown,Adobe,unknown,1
Lives outside BS,unknown,unknown,Adobe,unknown,2
South,unknown,unknown,Adyen,unknown,1
Lives outside BS,unknown,unknown,Adyen,unknown,2
South,high_tech,other_high_tech,Aeronautics Group,unknown,1
Lives outside BS,high_tech,other_high_tech,Aeronautics Group,unknown,2
South,unknown,unknown,Aerospace Industries,unknown,1
Lives outside BS,unknown,unknown,Aerospace Industries,unknown,2
South,unknown,unknown,Afcon,unknown,1
Lives outside BS,unknown,unknown,Afcon,unknown,2
South,unknown,unknown,Afimilk Ltd,unknown,1
Lives outside BS,unknown,unknown,Afimilk Ltd,unknown,2
South,high_tech,other_high_tech,Agasi Rimon Eng Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,Agasi Rimon Eng Ltd,unknown,2
South,unknown,unknown,AgileSparks,unknown,1
Lives outside BS,unknown,unknown,AgileSparks,unknown,2
South,unknown,unknown,Agora,unknown,1
Lives outside BS,unknown,unknown,Agora,unknown,2
South,unknown,unknown,Agora RE,unknown,1
Lives outside BS,unknown,unknown,Agora RE,unknown,2
South,healthcare,healthcare_provider,Aidoc Medical,unknown,1
Lives outside BS,healthcare,healthcare_provider,Aidoc Medical,unknown,2
South,high_tech,other_high_tech,Air Products,unknown,1
Lives outside BS,high_tech,other_high_tech,Air Products,unknown,2
South,high_tech,other_high_tech,Akamai Technologies,unknown,1
Lives outside BS,high_tech,other_high_tech,Akamai Technologies,unknown,2
South,unknown,unknown,Albaad (Headquarters),unknown,1
Lives outside BS,unknown,unknown,Albaad (Headquarters),unknown,2
South,unknown,unknown,Algotec,unknown,1
Lives outside BS,unknown,unknown,Algotec,unknown,2
South,unknown,unknown,Alice,unknown,1
Lives outside BS,unknown,unknown,Alice,unknown,2
South,unknown,unknown,Alice (Formerly ActiveFence),unknown,1
Lives outside BS,unknown,unknown,Alice (Formerly ActiveFence),unknown,2
South,unknown,unknown,Alison.ai,unknown,1
Lives outside BS,unknown,unknown,Alison.ai,unknown,2
South,unknown,software_it_services,AllCloud,unknown,1
Lives outside BS,unknown,software_it_services,AllCloud,unknown,2
South,healthcare,healthcare_provider,Alpha Tau Medical,unknown,1
Lives outside BS,healthcare,healthcare_provider,Alpha Tau Medical,unknown,2
South,high_tech,other_high_tech,Alpha Tau Medical,unknown,1
Lives outside BS,high_tech,other_high_tech,Alpha Tau Medical,unknown,2
South,unknown,unknown,Alpha-Bio Tec. Dental Implants,unknown,1
Lives outside BS,unknown,unknown,Alpha-Bio Tec. Dental Implants,unknown,2
South,unknown,unknown,Amai Proteins,unknown,1
Lives outside BS,unknown,unknown,Amai Proteins,unknown,2
South,unknown,unknown,Amcha,unknown,1
Lives outside BS,unknown,unknown,Amcha,unknown,2
South,high_tech,software_it_services,Amdocs,business_administration,1
Lives outside BS,high_tech,software_it_services,Amdocs,business_administration,2
South,high_tech,software_it_services,Amdocs,stem,1
Lives outside BS,high_tech,software_it_services,Amdocs,stem,2
South,unknown,unknown,Amit,unknown,1
Lives outside BS,unknown,unknown,Amit,unknown,2
South,unknown,unknown,"Amphibio Ltd. – Environmental Engineering, Consulting, and Planning",unknown,1
Lives outside BS,unknown,unknown,"Amphibio Ltd. – Environmental Engineering, Consulting, and Planning",unknown,2
South,unknown,unknown,Amppera Ltd.,unknown,1
Lives outside BS,unknown,unknown,Amppera Ltd.,unknown,2
South,unknown,unknown,Anecdotes,unknown,1
Lives outside BS,unknown,unknown,Anecdotes,unknown,2
South,high_tech,other_high_tech,Annapurna Labs,unknown,1
Lives outside BS,high_tech,other_high_tech,Annapurna Labs,unknown,2
South,unknown,unknown,Apex Group Ltd,unknown,1
Lives outside BS,unknown,unknown,Apex Group Ltd,unknown,2
South,unknown,unknown,Apono,unknown,1
Lives outside BS,unknown,unknown,Apono,unknown,2
South,unknown,unknown,"AppCard, Inc.",unknown,1
Lives outside BS,unknown,unknown,"AppCard, Inc.",unknown,2
South,unknown,unknown,AppLovin,unknown,1
Lives outside BS,unknown,unknown,AppLovin,unknown,2
South,unknown,unknown,Appcharge,unknown,1
Lives outside BS,unknown,unknown,Appcharge,unknown,2
South,unknown,unknown,Applause,unknown,1
Lives outside BS,unknown,unknown,Applause,unknown,2
South,high_tech,software_it_services,Apple,computer_science,1
Lives outside BS,high_tech,software_it_services,Apple,computer_science,2
South,high_tech,semiconductors_hardware,Applied Materials,business_administration,1
Lives outside BS,high_tech,semiconductors_hardware,Applied Materials,business_administration,2
South,unknown,unknown,Applied Spectral Imaging (ASI),unknown,1
Lives outside BS,unknown,unknown,Applied Spectral Imaging (ASI),unknown,2
South,high_tech,other_high_tech,"Aquestia - A.R.I., Dorot, OCV",unknown,1
Lives outside BS,high_tech,other_high_tech,"Aquestia - A.R.I., Dorot, OCV",unknown,2
South,unknown,unknown,"Aquestia - A.R.I., Dorot, OCV",unknown,1
Lives outside BS,unknown,unknown,"Aquestia - A.R.I., Dorot, OCV",unknown,2
South,unknown,unknown,Argus Cyber Security Ltd.,unknown,1
Lives outside BS,unknown,unknown,Argus Cyber Security Ltd.,unknown,2
South,unknown,unknown,Ashtrom Group,unknown,1
Lives outside BS,unknown,unknown,Ashtrom Group,unknown,2
South,healthcare,healthcare_provider,Assuta Medical Centers,medicine,1
Lives outside BS,healthcare,healthcare_provider,Assuta Medical Centers,medicine,2
South,unknown,unknown,Astrix Security,unknown,1
Lives outside BS,unknown,unknown,Astrix Security,unknown,2
South,unknown,unknown,Astroscale,unknown,1
Lives outside BS,unknown,unknown,Astroscale,unknown,2
South,unknown,unknown,Atlantium Technologies,unknown,1
Lives outside BS,unknown,unknown,Atlantium Technologies,unknown,2
South,unknown,unknown,Atlassian,unknown,1
Lives outside BS,unknown,unknown,Atlassian,unknown,2
South,unknown,unknown,Attunity,unknown,1
Lives outside BS,unknown,unknown,Attunity,unknown,2
South,high_tech,other_high_tech,AudioCodes,unknown,1
Lives outside BS,high_tech,other_high_tech,AudioCodes,unknown,2
South,high_tech,software_it_services,AudioCodes,unknown,1
Lives outside BS,high_tech,software_it_services,AudioCodes,unknown,2
South,unknown,unknown,"Avalor Security, a Zscaler Company",unknown,1
Lives outside BS,unknown,unknown,"Avalor Security, a Zscaler Company",unknown,2
South,unknown,unknown,Averna Therapeutics,unknown,1
Lives outside BS,unknown,unknown,Averna Therapeutics,unknown,2
South,high_tech,other_high_tech,Avnet ASIC Israel,unknown,1
Lives outside BS,high_tech,other_high_tech,Avnet ASIC Israel,unknown,2
South,unknown,unknown,Avnet ASIC Israel,unknown,1
Lives outside BS,unknown,unknown,Avnet ASIC Israel,unknown,2
South,unknown,unknown,BGN Technologies,unknown,1
Lives outside BS,unknown,unknown,BGN Technologies,unknown,2
South,high_tech,other_high_tech,BGRacing,mechanical_engineering,1
Lives outside BS,high_tech,other_high_tech,BGRacing,mechanical_engineering,2
South,unknown,unknown,BIRD Aerosystems,unknown,1
Lives outside BS,unknown,unknown,BIRD Aerosystems,unknown,2
South,high_tech,other_high_tech,BMC Software,unknown,1
Lives outside BS,high_tech,other_high_tech,BMC Software,unknown,2
South,unknown,unknown,BOOSTAPP,unknown,1
Lives outside BS,unknown,unknown,BOOSTAPP,unknown,2
South,unknown,unknown,BST Group Ltd,unknown,1
Lives outside BS,unknown,unknown,BST Group Ltd,unknown,2
South,unknown,unknown,BUYME,unknown,1
Lives outside BS,unknown,unknown,BUYME,unknown,2
South,unknown,unknown,Baba Entertainment,unknown,1
Lives outside BS,unknown,unknown,Baba Entertainment,unknown,2
South,unknown,unknown,Bagir Group Ltd.,unknown,1
Lives outside BS,unknown,unknown,Bagir Group Ltd.,unknown,2
South,unknown,unknown,Balance,unknown,1
Lives outside BS,unknown,unknown,Balance,unknown,2
South,unknown,finance,Bank Hapoalim בנק הפועלים,economics,1
Lives outside BS,unknown,finance,Bank Hapoalim בנק הפועלים,economics,2
South,unknown,finance,Bank Hapoalim בנק הפועלים,industrial_engineering,1
Lives outside BS,unknown,finance,Bank Hapoalim בנק הפועלים,industrial_engineering,2
South,unknown,finance,Bank Leumi בנק לאומי,economics,1
Lives outside BS,unknown,finance,Bank Leumi בנק לאומי,economics,2
South,unknown,unknown,Bar Technologies,unknown,1
Lives outside BS,unknown,unknown,Bar Technologies,unknown,2
South,public_sector,academic,Bar-Ilan University,biology,1
Lives outside BS,public_sector,academic,Bar-Ilan University,biology,2
South,unknown,unknown,Bayer,unknown,1
Lives outside BS,unknown,unknown,Bayer,unknown,2
South,unknown,unknown,Be by shufersal,unknown,1
Lives outside BS,unknown,unknown,Be by shufersal,unknown,2
South,unknown,unknown,BeeHero,unknown,1
Lives outside BS,unknown,unknown,BeeHero,unknown,2
South,unknown,unknown,Beewise,unknown,1
Lives outside BS,unknown,unknown,Beewise,unknown,2
South,healthcare,healthcare_provider,Beilinson - Rabin Medical Center,medicine,1
Lives outside BS,healthcare,healthcare_provider,Beilinson - Rabin Medical Center,medicine,2
South,public_sector,academic,Ben-Gurion University of the Negev,geography,1
Lives outside BS,public_sector,academic,Ben-Gurion University of the Negev,geography,2
South,public_sector,academic,Ben-Gurion University of the Negev,health_care_administration,1
Lives outside BS,public_sector,academic,Ben-Gurion University of the Negev,health_care_administration,2
South,public_sector,academic,Ben-Gurion University of the Negev,linguistics,1
Lives outside BS,public_sector,academic,Ben-Gurion University of the Negev,linguistics,2
South,public_sector,academic,Ben-Gurion University of the Negev,medicine,1
Lives outside BS,public_sector,academic,Ben-Gurion University of the Negev,medicine,2
South,public_sector,academic,Ben-Gurion University of the Negev,public_policy,1
Lives outside BS,public_sector,academic,Ben-Gurion University of the Negev,public_policy,2
South,unknown,unknown,Beterem - Safe Kids Israel,unknown,1
Lives outside BS,unknown,unknown,Beterem - Safe Kids Israel,unknown,2
South,high_tech,other_high_tech,Beth-El Industries Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,Beth-El Industries Ltd.,unknown,2
South,high_tech,other_high_tech,Bezeq,unknown,1
Lives outside BS,high_tech,other_high_tech,Bezeq,unknown,2
South,unknown,unknown,Bezeq International,unknown,1
Lives outside BS,unknown,unknown,Bezeq International,unknown,2
South,high_tech,software_it_services,BigID,unknown,1
Lives outside BS,high_tech,software_it_services,BigID,unknown,2
South,unknown,unknown,BioHarvest Sciences,unknown,1
Lives outside BS,unknown,unknown,BioHarvest Sciences,unknown,2
South,unknown,unknown,Bioforum the Data Masters,unknown,1
Lives outside BS,unknown,unknown,Bioforum the Data Masters,unknown,2
South,unknown,unknown,Bites,unknown,1
Lives outside BS,unknown,unknown,Bites,unknown,2
South,unknown,unknown,Blockaid,unknown,1
Lives outside BS,unknown,unknown,Blockaid,unknown,2
South,unknown,unknown,BlueBird Aero Systems Ltd.,unknown,1
Lives outside BS,unknown,unknown,BlueBird Aero Systems Ltd.,unknown,2
South,healthcare,healthcare_provider,Bnai Zion Medical Center,unknown,1
Lives outside BS,healthcare,healthcare_provider,Bnai Zion Medical Center,unknown,2
South,healthcare,healthcare_provider,Body Vision Medical,unknown,1
Lives outside BS,healthcare,healthcare_provider,Body Vision Medical,unknown,2
South,high_tech,other_high_tech,Booking.com,unknown,1
Lives outside BS,high_tech,other_high_tech,Booking.com,unknown,2
South,unknown,unknown,Boomi,unknown,1
Lives outside BS,unknown,unknown,Boomi,unknown,2
South,high_tech,other_high_tech,Boston Scientific,unknown,1
Lives outside BS,high_tech,other_high_tech,Boston Scientific,unknown,2
South,unknown,unknown,BrainsWay,unknown,1
Lives outside BS,unknown,unknown,BrainsWay,unknown,2
South,unknown,unknown,BrandShield,unknown,1
Lives outside BS,unknown,unknown,BrandShield,unknown,2
South,unknown,unknown,Bridgewise,unknown,1
Lives outside BS,unknown,unknown,Bridgewise,unknown,2
South,unknown,unknown,Bright Machines,unknown,1
Lives outside BS,unknown,unknown,Bright Machines,unknown,2
South,high_tech,software_it_services,Broadcom Inc.,unknown,1
Lives outside BS,high_tech,software_it_services,Broadcom Inc.,unknown,2
South,unknown,unknown,Build - Urban Strategy,unknown,1
Lives outside BS,unknown,unknown,Build - Urban Strategy,unknown,2
South,unknown,unknown,CADY,unknown,1
Lives outside BS,unknown,unknown,CADY,unknown,2
South,unknown,unknown,CHS,unknown,1
Lives outside BS,unknown,unknown,CHS,unknown,2
South,unknown,unknown,CR קשרי קהילה Community Relations,unknown,1
Lives outside BS,unknown,unknown,CR קשרי קהילה Community Relations,unknown,2
South,unknown,unknown,CUJO AI®,unknown,1
Lives outside BS,unknown,unknown,CUJO AI®,unknown,2
South,unknown,unknown,CaPow Technologies Ltd.,unknown,1
Lives outside BS,unknown,unknown,CaPow Technologies Ltd.,unknown,2
South,high_tech,software_it_services,Cadence,unknown,1
Lives outside BS,high_tech,software_it_services,Cadence,unknown,2
South,unknown,unknown,Caesarstone Ltd. - Corporate,unknown,1
Lives outside BS,unknown,unknown,Caesarstone Ltd. - Corporate,unknown,2
South,unknown,unknown,Café Landwer,unknown,1
Lives outside BS,unknown,unknown,Café Landwer,unknown,2
South,unknown,unknown,Caja Robotics,unknown,1
Lives outside BS,unknown,unknown,Caja Robotics,unknown,2
South,unknown,unknown,CallApp,unknown,1
Lives outside BS,unknown,unknown,CallApp,unknown,2
South,unknown,unknown,Cambium Applicable Innovation,unknown,1
Lives outside BS,unknown,unknown,Cambium Applicable Innovation,unknown,2
South,high_tech,other_high_tech,Camtek,unknown,1
Lives outside BS,high_tech,other_high_tech,Camtek,unknown,2
South,unknown,unknown,Candex,unknown,1
Lives outside BS,unknown,unknown,Candex,unknown,2
South,unknown,unknown,Canopia by Palram,unknown,1
Lives outside BS,unknown,unknown,Canopia by Palram,unknown,2
South,unknown,unknown,Carasso Motors,unknown,1
Lives outside BS,unknown,unknown,Carasso Motors,unknown,2
South,unknown,unknown,Carbyne,unknown,1
Lives outside BS,unknown,unknown,Carbyne,unknown,2
South,unknown,unknown,"Cardo Systems, Ltd",unknown,1
Lives outside BS,unknown,unknown,"Cardo Systems, Ltd",unknown,2
South,unknown,unknown,Carmel Olefins,unknown,1
Lives outside BS,unknown,unknown,Carmel Olefins,unknown,2
South,unknown,unknown,CathWorks,unknown,1
Lives outside BS,unknown,unknown,CathWorks,unknown,2
South,high_tech,software_it_services,Cato Networks,unknown,1
Lives outside BS,high_tech,software_it_services,Cato Networks,unknown,2
South,unknown,unknown,Cell Cure Neurosciences Ltd.,unknown,1
Lives outside BS,unknown,unknown,Cell Cure Neurosciences Ltd.,unknown,2
South,high_tech,other_high_tech,Check Point Software Technologies,unknown,1
Lives outside BS,high_tech,other_high_tech,Check Point Software Technologies,unknown,2
South,unknown,unknown,Check Point Software Technologies,unknown,1
Lives outside BS,unknown,unknown,Check Point Software Technologies,unknown,2
South,unknown,unknown,Chegg Inc.,unknown,1
Lives outside BS,unknown,unknown,Chegg Inc.,unknown,2
South,unknown,unknown,Chemograf,unknown,1
Lives outside BS,unknown,unknown,Chemograf,unknown,2
South,high_tech,software_it_services,Citi,unknown,1
Lives outside BS,high_tech,software_it_services,Citi,unknown,2
South,unknown,unknown,City People (אנשי העיר),unknown,1
Lives outside BS,unknown,unknown,City People (אנשי העיר),unknown,2
South,unknown,unknown,City Transformer,unknown,1
Lives outside BS,unknown,unknown,City Transformer,unknown,2
South,unknown,unknown,Civil Service Commission | נציבות שירות המדינה,unknown,1
Lives outside BS,unknown,unknown,Civil Service Commission | נציבות שירות המדינה,unknown,2
South,high_tech,software_it_services,Clalit Innovation,unknown,1
Lives outside BS,high_tech,software_it_services,Clalit Innovation,unknown,2
South,high_tech,software_it_services,Cloudinary,unknown,1
Lives outside BS,high_tech,software_it_services,Cloudinary,unknown,2
South,unknown,unknown,CofaceBdi,unknown,1
Lives outside BS,unknown,unknown,CofaceBdi,unknown,2
South,unknown,unknown,Comm-IT,unknown,1
Lives outside BS,unknown,unknown,Comm-IT,unknown,2
South,unknown,unknown,ConWize,unknown,1
Lives outside BS,unknown,unknown,ConWize,unknown,2
South,unknown,unknown,Constrol,unknown,1
Lives outside BS,unknown,unknown,Constrol,unknown,2
South,unknown,unknown,"Consumer Physics, Inc. (SCiO)",unknown,1
Lives outside BS,unknown,unknown,"Consumer Physics, Inc. (SCiO)",unknown,2
South,unknown,unknown,Contentsquare,unknown,1
Lives outside BS,unknown,unknown,Contentsquare,unknown,2
South,unknown,unknown,Credito,unknown,1
Lives outside BS,unknown,unknown,Credito,unknown,2
South,unknown,unknown,Crowne Plaza® Hotels & Resorts,unknown,1
Lives outside BS,unknown,unknown,Crowne Plaza® Hotels & Resorts,unknown,2
South,unknown,unknown,Cyberbit,unknown,1
Lives outside BS,unknown,unknown,Cyberbit,unknown,2
South,unknown,unknown,Cymbio,unknown,1
Lives outside BS,unknown,unknown,Cymbio,unknown,2
South,unknown,unknown,DDR&D (MAFAT),unknown,1
